Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"HTR3D","5-Hydroxytryptamine Receptor 3D","Protein Coding","Q70Z44","43","GC03P184031","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3D"
"OAF","Out At First Homolog","Protein Coding","Q86UD1","43","GC11P122867","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OAF"
"OTOL1","Otolin 1","Protein Coding","A6NHN0","43","GC03P161496","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTOL1"
"PAQR4","Progestin And AdipoQ Receptor Family Member 4","Protein Coding","Q8N4S7","43","GC16P002969","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAQR4"
"SLC35F1","Solute Carrier Family 35 Member F1","Protein Coding","Q5T1Q4","43","GC06P117907","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC35F1"
"ZNF629","Zinc Finger Protein 629","Protein Coding","Q9UEG4","43","GC16M044966","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF629"
"CCDC121","Coiled-Coil Domain Containing 121","Protein Coding","Q6ZUS5","42","GC02M027625","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC121"
"ZNF512","Zinc Finger Protein 512","Protein Coding","Q96ME7","42","GC02P027582","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF512"
"BLTP3A","Bridge-Like Lipid Transfer Protein Family Member 3A","Protein Coding","Q6BDS2","41","GC06P146765","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLTP3A"
"C12orf60","Chromosome 12 Open Reading Frame 60","Protein Coding","Q5U649","41","GC12P014803","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C12orf60"
"CCDC85B","Coiled-Coil Domain Containing 85B","Protein Coding","Q15834","41","GC11P065890","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC85B"
"DCP2","Decapping MRNA 2","Protein Coding","Q8IU60","41","GC05P112976","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCP2"
"GPR176","G Protein-Coupled Receptor 176","Protein Coding","Q14439","41","GC15M039799","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR176"
"NKX6-3","NK6 Homeobox 3","Protein Coding","A6NJ46","41","GC08M041645","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NKX6-3"
"NPFF","Neuropeptide FF-Amide Peptide Precursor","Protein Coding","O15130","41","GC12M053814","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPFF"
"PKD1L2","Polycystin 1 Like 2 (Gene/Pseudogene)","Protein Coding","Q7Z442","41","GC16M081100","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKD1L2"
"SCHIP1","Schwannomin Interacting Protein 1","Protein Coding","P0DPB3","41","GC03P159273","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCHIP1"
"SLC2A4RG","SLC2A4 Regulator","Protein Coding","Q9NR83","41","GC20P063739","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC2A4RG"
"SPPL3","Signal Peptide Peptidase Like 3","Protein Coding","Q8TCT6","41","GC12M123803","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPPL3"
"WDCP","WD Repeat And Coiled Coil Containing","Protein Coding","Q9H6R7","41","GC02M024050","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDCP"
"ASB6","Ankyrin Repeat And SOCS Box Containing 6","Protein Coding","Q9NWX5","40","GC09M130879","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASB6"
"GYPE","Glycophorin E (MNS Blood Group)","Protein Coding","P15421","40","GC04M143870","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GYPE"
"HERC6","HECT And RLD Domain Containing E3 Ubiquitin Protein Ligase Family Member 6","Protein Coding","Q8IVU3","40","GC04P088378","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HERC6"
"MFSD2B","MFSD2 Lysolipid Transporter B, Sphingolipid","Protein Coding","A6NFX1","40","GC02P024010","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFSD2B"
"TMEM258","Transmembrane Protein 258","Protein Coding","P61165","40","GC11M061768","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM258"
"ZC3H10","Zinc Finger CCCH-Type Containing 10","Protein Coding","Q96K80","40","GC12P056118","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC3H10"
"ZNF670","Zinc Finger Protein 670","Protein Coding","Q9BS34","40","GC01M247035","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF670"
"C1QTNF7","C1q And TNF Related 7","Protein Coding","Q9BXJ2","39","GC04P015339","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QTNF7"
"EID1","EP300 Interacting Inhibitor Of Differentiation 1","Protein Coding","Q9Y6B2","39","GC15P166316","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EID1"
"PLAAT2","Phospholipase A And Acyltransferase 2","Protein Coding","Q9NWW9","39","GC11M063552","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAAT2"
"SLC10A6","Solute Carrier Family 10 Member 6","Protein Coding","Q3KNW5","39","GC04M086823","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC10A6"
"TCERG1L","Transcription Elongation Regulator 1 Like","Protein Coding","Q5VWI1","39","GC10M131092","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCERG1L"
"ZSCAN1","Zinc Finger And SCAN Domain Containing 1","Protein Coding","Q8NBB4","38","GC19P058034","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZSCAN1"
"ZYG11A","Zyg-11 Family Member A, Cell Cycle Regulator","Protein Coding","Q6WRX3","37","GC01P052842","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZYG11A"
"C1QL2","Complement C1q Like 2","Protein Coding","Q7Z5L3","36","GC02M119156","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QL2"
"FAM9B","Family With Sequence Similarity 9 Member B","Protein Coding","Q8IZU0","36","GC0XM009068","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM9B"
"MAMSTR","MEF2 Activating Motif And SAP Domain Containing Transcriptional Regulator","Protein Coding","Q6ZN01","36","GC19M097155","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAMSTR"
"OR7D4","Olfactory Receptor Family 7 Subfamily D Member 4","Protein Coding","Q8NG98","36","GC19M096103","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR7D4"
"PERM1","PPARGC1 And ESRR Induced Regulator, Muscle 1","Protein Coding","Q5SV97","36","GC01M000975","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PERM1"
"SPATA31H1","SPATA31 Subfamily H Member 1","Protein Coding","Q68DN1","36","GC02P028986","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPATA31H1"
"CCDC26","CCDC26 Long Non-Coding RNA","RNA Gene","","33","GC08M136330","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC26"
"OR7G3","Olfactory Receptor Family 7 Subfamily G Member 3","Protein Coding","Q8NG95","33","GC19M009126","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR7G3"
"SMCO3","Single-Pass Membrane Protein With Coiled-Coil Domains 3","Protein Coding","A2RU48","33","GC12M014804","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMCO3"
"SMIM23","Small Integral Membrane Protein 23","Protein Coding","A6NLE4","33","GC05P171772","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMIM23"
"MTLN","Mitoregulin","Protein Coding","Q8NCU8","31","GC02M113101","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTLN"
"SNHG7","Small Nucleolar RNA Host Gene 7","RNA Gene","","31","GC09M138861","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG7"
"MIR370","MicroRNA 370","RNA Gene","","30","GC14P116898","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR370"
"EBLN1","Endogenous Bornavirus Like Nucleoprotein 1","Protein Coding","P0CF75","29","GC10M022208","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EBLN1"
"LINC01565","Long Intergenic Non-Protein Coding RNA 1565","RNA Gene","O15544","28","GC03M128620","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01565"
"NPY6R","Neuropeptide Y Receptor Y6 (Pseudogene)","Pseudogene","Q99463","28","GC05P137816","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY6R"
"SNHG8","Small Nucleolar RNA Host Gene 8","RNA Gene","","27","GC04P118278","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNHG8"
"HNRNPUL2-BSCL2","HNRNPUL2-BSCL2 Readthrough (NMD Candidate)","RNA Gene","","25","GC11M128858","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPUL2-BSCL2"
"LINC00667","Long Intergenic Non-Protein Coding RNA 667","RNA Gene","","25","GC18P005233","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00667"
"MIR642A","MicroRNA 642a","RNA Gene","","25","GC19P045674","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR642A"
"MIR769","MicroRNA 769","RNA Gene","","25","GC19P046018","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR769"
"KCNK15-AS1","KCNK15 And WISP2 Antisense RNA 1","RNA Gene","","24","GC20M044694","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNK15-AS1"
"MIR519B","MicroRNA 519b","RNA Gene","","23","GC19P053695","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR519B"
"GOLGA8F","Golgin A8 Family Member F","Protein Coding","P0DX52","22","GC15P028378","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GOLGA8F"
"LINC00689","Long Intergenic Non-Protein Coding RNA 689","RNA Gene","","22","GC07P159006","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00689"
"MIMT1","MER1 Repeat Containing Imprinted Transcript 1","RNA Gene","","22","GC19P056840","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIMT1"
"MIR323B","MicroRNA 323b","RNA Gene","","22","GC14P117900","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR323B"
"PTCHD1-AS","PTCHD1 Antisense RNA (Head To Head)","RNA Gene","","22","GC0XM022191","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTCHD1-AS"
"LINC00342","Long Intergenic Non-Protein Coding RNA 342","RNA Gene","","21","GC02M095807","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00342"
"LINC01152","Long Intergenic Non-Protein Coding RNA 1152","RNA Gene","","21","GC17P072030","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01152"
"NALT1","NOTCH1 Associated LncRNA In T Cell Acute Lymphoblastic Leukemia 1","RNA Gene","","21","GC09P144331","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NALT1"
"ARHGAP19-SLIT1","ARHGAP19-SLIT1 Readthrough (NMD Candidate)","RNA Gene","","20","GC10M097153","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARHGAP19-SLIT1"
"MIR153-2","MicroRNA 153-2","RNA Gene","","19","GC07M157574","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR153-2"
"LIPC-AS1","LIPC Antisense RNA 1","RNA Gene","","18","GC15M151570","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPC-AS1"
"MIR1260A","MicroRNA 1260a","RNA Gene","","18","GC14P077266","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR1260A"
"TRP-AGG2-5","TRNA-Pro (Anticodon AGG) 2-5","RNA Gene","","18","GC14M027337","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRP-AGG2-5"
"LINC00856","Long Intergenic Non-Protein Coding RNA 856","RNA Gene","","17","GC10P112485","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00856"
"ZKSCAN8P1","ZKSCAN8 Pseudogene 1","Pseudogene","","17","GC06P155948","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZKSCAN8P1"
"MIR4687","MicroRNA 4687","RNA Gene","","16","GC11P003856","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR4687"
"USP30-AS1","USP30 Antisense RNA 1","RNA Gene","","16","GC12M109052","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP30-AS1"
"HCG26","HLA Complex Group 26","RNA Gene","","15","GC06P144757","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HCG26"
"LINC01153","Long Intergenic Non-Protein Coding RNA 1153","RNA Gene","","15","GC10P121178","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01153"
"LNCTAM34A","Long Non Coding Transcriptional Activator Of MiR34a","RNA Gene","","15","GC01P051028","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LNCTAM34A"
"LINC00706","Long Intergenic Non-Protein Coding RNA 706","RNA Gene","","14","GC10M006738","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC00706"
"LINC01363","Long Intergenic Non-Protein Coding RNA 1363","RNA Gene","","14","GC01M167175","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC01363"
"MIR448","MicroRNA 448","RNA Gene","","14","GC0XP114823","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR448"
"PARAIL","Palmitic Acid Regulated Anti-Inflammatory LncRNA","RNA Gene","","14","GC08M089546","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PARAIL"
"TMEM18-DT","TMEM18 Divergent Transcript","RNA Gene","","13","GC02P000970","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM18-DT"
"OR7E94P","Olfactory Receptor Family 7 Subfamily E Member 94 Pseudogene","Pseudogene","","12","GC04M079587","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OR7E94P"
"LINC03111","Long Intergenic Non-Protein Coding RNA 3111","RNA Gene","","10","GC18P060043","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINC03111"
"LOC101927342","Uncharacterized LOC101927342","RNA Gene","","10","GC01P075928","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927342"
"LOC126861898","BRD4-Independent Group 4 Enhancer GRCh37_chr14:23893609-23894808","Functional Element","","10","GC14P048823","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126861898"
"LOC126862571","BRD4-Independent Group 4 Enhancer GRCh37_chr17:41243136-41244335","Functional Element","","10","GC17P125309","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126862571"
"ZNF664-RFLNA","ZNF664-RFLNA Readthrough","Protein Coding","","10","GC12P134750","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF664-RFLNA"
"ADIPINT","Adipocyte Associated Pyruvate Carboxylase Interacting LncRNA","RNA Gene","","9","GC09P102395","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADIPINT"
"GDI2P1","GDP Dissociation Inhibitor 2 Pseudogene 1","Pseudogene","","9","GC07M048901","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDI2P1"
"LOC114827850","VISTA Enhancer Hs2149","Functional Element","","8","GC12P110918","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC114827850"
"RPL9P19","Ribosomal Protein L9 Pseudogene 19","Pseudogene","","8","GC07P014013","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL9P19"
"RPS3AP42","RPS3A Pseudogene 42","Pseudogene","","8","GC11M092498","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS3AP42"
"UBE2V1P10","UBE2V1 Pseudogene 10","Pseudogene","","8","GC09P085159","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2V1P10"
"LOC126806630","CDK7 Strongly-Dependent Group 2 Enhancer GRCh37_chr3:24184437-24185636","Functional Element","","6","GC03P024142","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126806630"
"LOC126807125","MED14-Independent Group 3 Enhancer GRCh37_chr4:103188587-103189786","Functional Element","","6","GC04P102267","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC126807125"
"LOC130058740","ATAC-STARR-Seq Lymphoblastoid Silent Region 7315","Functional Element","","6","GC16P102490","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058740"
"LOC130058741","ATAC-STARR-Seq Lymphoblastoid Silent Region 7316","Functional Element","","6","GC16P102491","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058741"
"LOC132090228","Neanderthal Introgressed Variant-Containing Enhancer Experimental_34691","Functional Element","","6","GC14P061457","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC132090228"
"LOC107832851","SIRT1 Promoter Region","Functional Element","","3","GC10P067881","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107832851"
"LOC112340393","Sharpr-MPRA Regulatory Region 4004","Functional Element","","2","GC16P099610","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC112340393"
"LOC129390780","MPRA-Validated Peak2552 Silencer","Functional Element","","2","GC16P101613","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129390780"
"LOC130058735","ATAC-STARR-Seq Lymphoblastoid Active Region 10645","Functional Element","","2","GC16P102485","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058735"
"LOC130058736","ATAC-STARR-Seq Lymphoblastoid Active Region 10646","Functional Element","","2","GC16P102486","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058736"
"LOC130058737","ATAC-STARR-Seq Lymphoblastoid Silent Region 7314","Functional Element","","2","GC16P102487","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058737"
"LOC130058738","ATAC-STARR-Seq Lymphoblastoid Active Region 10648","Functional Element","","2","GC16P102488","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058738"
"LOC130058739","ATAC-STARR-Seq Lymphoblastoid Active Region 10649","Functional Element","","2","GC16P102489","0.148043155670166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC130058739"
"ITK","IL2 Inducible T Cell Kinase","Protein Coding","Q08881","64","GC05P157158","0.104682318866253","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITK"
"SYK","Spleen Associated Tyrosine Kinase","Protein Coding","P43405","64","GC09P101996","0.104682318866253","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYK"
